LEA_STATE,LEAID,SCH_ALTFOCUS,SCH_STATUS_ALT,SCHID,SCH_NAME,COMBOKEY,SCH_ENR_BL_F,TOT_ENR_M,TOT_ENR_F,SCH_IDEAENR_BL_F,SCH_504ENR_BL_F,SCH_DUAL_IND,SCH_GT_IND,SCH_GTENR_BL_F,SCH_IBENR_IND,SCH_SATACT_BL_F,total_population,SCH_OFFENSE_RAPE_rate,SCH_OFFENSE_BATT_rate,SCH_OFFENSE_ROBWW_rate,SCH_OFFENSE_ROBWX_rate,SCH_OFFENSE_ROBWOW_rate,SCH_OFFENSE_ATTWW_rate,SCH_OFFENSE_ATTWX_rate,SCH_OFFENSE_ATTWOW_rate,SCH_OFFENSE_THRWW_rate,SCH_OFFENSE_THRWX_rate,SCH_OFFENSE_THRWOW_rate,SCH_OFFENSE_POSSWX_rate,SCH_FTETEACH_TOT_per_student,SCH_FTETEACH_NOTCERT_per_student,SCH_FTECOUNSELORS_per_student,SCH_FTESECURITY_LEO_per_student,SCH_FTESECURITY_GUA_per_student,SCH_FTESERVICES_NUR_per_student,SCH_FTESERVICES_PSY_per_student,SCH_FTESERVICES_SOC_per_student,SCH_SAL_TEACH_WFED_per_student_log,SCH_SAL_SUP_WFED_per_student_log,SCH_SAL_ADM_WFED_per_student_log,SCH_SAL_TOTPERS_WFED_per_student_log
MI,2618420,Academic,Yes,8030,Holland Virtual Tech High School,261842008030,1.0,31.0,17.0,0.0,0.0,0,0,0.0,0,1.0,48.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0020833333333333333,0.0,0.0,0.0,0.0,7.306807367568069,6.522721277106474,6.9596649771038654,8.346071975965915
MI,2618600,Both,Yes,1615,Houghton Lake Community Education,261860001615,2.0,52.0,37.0,1.0,0.0,1,0,0.0,0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.056179775280898875,0.0,0.07303370786516854,0.0,0.0028089887640449437,0.0020224719101123597,0.0,0.0,0.0,0.0028089887640449437,7.981110105487481,6.349121901581847,6.844025419553578,8.396927740035308
MI,2618810,Both,Yes,8227,Hudson Alternative High School,261881008227,2.0,39.0,44.0,0.0,0.0,0,0,0.0,0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0030120481927710845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.642147477828178
MI,2618990,Academic,Yes,1398,Harbor High School,261899001398,1.0,76.0,65.0,0.0,0.0,0,0,0.0,0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03546099290780142,0.0,0.06028368794326241,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.00425531914893617,8.246069626395473,6.262260702610543,6.618201290102877,8.58971839087584
MI,2619100,Academic,Yes,53,Venture High School,261910000053,2.0,23.0,17.0,0.0,0.0,0,0,0.0,0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.1,0.0,0.00625,0.0,0.00625,0.00625,0.0,0.0,0.0,0.0,5.83845904464808,0.0,7.221890608302076,7.64086808748513
MI,2619530,Both,Yes,2051,IshpemingNegauneeNICE Comm Ed Division,261953002051,1.0,10.0,8.0,0.0,0.0,0,0,0.0,0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41342375499927,0.0,8.58300683673731,9.27009721869188
MI,2619620,Both,Yes,871,TA Wilson School,261962000871,35.0,93.0,59.0,6.0,0.0,0,0,0.0,0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.006578947368421052,0.0,0.013157894736842105,0.0,0.0,0.0,6.548850406991877,3.794749708254078,6.181105741105026,7.110239520362888
MI,2619620,Both,Yes,8688,Fourth Street Learning Center,261962008688,11.0,58.0,21.0,2.0,0.0,0,0,0.0,0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759493670886076,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.012658227848101266,8.689338674579462,6.810728436682118,6.834544664549895,8.95856453527363
MI,2619620,Both,Yes,8833,Jackson Pathways,261962008833,20.0,54.0,43.0,0.0,0.0,0,0,0.0,0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041237113402061855,0.0,0.0,0.0,0.0,0.041237113402061855,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,8.238972745480142,6.361427107023095,6.628804734995227,8.540772788556048
MI,2619950,Academic,Yes,47,Phoenix Alternative High School,261995000047,50.0,98.0,86.0,0.0,3.0,0,0,0.0,0,14.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057065217391304345,0.0,0.005434782608695652,0.0,0.010869565217391304,0.0,0.0,0.005434782608695652,7.9277391567906985,6.049438985095633,6.705479165090385,8.363532165239786
